,city,state,population,total_food,latitude,longitude,total_scraped
736,Glendora,California,51851,1806,34.12657363488732,-117.85858154296875,1000
737,Florissant,Missouri,51776,1940,38.79793339258118,-90.340576171875,1000
738,Oak Park,Illinois,51774,3207,41.888030703491495,-87.78638609255133,1000
739,Hoffman Estates,Illinois,51738,3223,42.063521674164896,-88.13437127499999,1000
740,Kentwood,Michigan,51689,1456,42.90995183113954,-85.60752868652344,1000
741,Battle Creek,Michigan,51534,222,42.32053487312914,-85.1829213716797,222
742,Grand Island,Nebraska,51517,132,40.91583611844386,-98.35956573486328,132
743,Aliso Viejo,California,51424,691,33.57432144370963,-117.7136705370234,669
744,Edina,Minnesota,51350,1363,44.8953754343043,-93.3366349,1000
745,Olympia,Washington,51202,739,47.040135974515174,-122.87157355,737
746,Parker,Colorado,51163,502,39.5372897,-104.77214813232422,501
747,Enid,Oklahoma,51004,133,36.398614547327945,-97.88542963564396,133
748,Burien,Washington,50997,355,47.47024892445488,-122.33081710709456,355
749,Coral Gables,Florida,50815,3576,25.7331290463993,-80.26679992675781,1000
750,Logan,Utah,50676,211,41.745945885223996,-111.83292388916016,210
751,Plainfield,New Jersey,50636,323,40.620820334810546,-74.4245206,322
752,Cerritos,California,50555,4686,33.86479745698678,-118.0571598932147,1000
753,Galveston,Texas,50550,446,29.3222276251207,-94.80720520019531,446
754,Coeur d'Alene,Idaho,50285,322,47.70420375807933,-116.78040943642577,322
755,Lakewood,Ohio,50279,1124,41.48336516081484,-81.79783315,1000
756,Poway,California,50077,842,32.95893864999999,-117.02916709169922,827
757,Troy,New York,49702,1635,42.73486300350986,-73.6688232421875,1000
758,Charleston,West Virginia,49138,436,38.342748832054134,-81.64009094238281,436
759,Saginaw,Michigan,48984,362,43.446392304235694,-83.98361206054688,362
760,Niagara Falls,New York,48632,1645,43.09341591019974,-78.98699142885748,1000
